Union/Municipalities,Upzila,District,Division,Country,AREA_SQKM
Chuadanga Paurashava,Chuadanga Sadar,Chuadanga,Khulna,Bangladesh,35.92920348
Chukaibari,Dewanganj,Jamalpur,Mymensingh,Bangladesh,28.42230763
Chumordi,Bhanga,Faridpur,Dhaka,Bangladesh,9.340973539
Chunarughat,Chunarughat,Habiganj,Sylhet,Bangladesh,15.99116742
Chunarughat Paurashava,Chunarughat,Habiganj,Sylhet,Bangladesh,3.649271478
Chunati,Lohagara,Chittagong,Chittagong,Bangladesh,54.47185815
Chunkhola,Mollahat,Bagerhat,Khulna,Bangladesh,20.52960281
Chunta,Sarail,Brahamanbaria,Chittagong,Bangladesh,26.39880289
Churain,Nawabganj,Dhaka,Dhaka,Bangladesh,21.21783552
Churamankati,Kotwali,Jessore,Khulna,Bangladesh,32.60245528
Comilla Dakshin Paurashava,Comilla Sadar Dakshin,Comilla,Chittagong,Bangladesh,30.88362784
Comilla Paurashava,Comilla Adarsha Sadar,Comilla,Chittagong,Bangladesh,12.73191085
Cox's Bazar Paurashava,Cox's Bazar Sadar,Cox's Bazar,Chittagong,Bangladesh,4.503486187
Dabar,Kaharole,Dinajpur,Rangpur,Bangladesh,34.08447877
Dabua,Raozan,Chittagong,Chittagong,Bangladesh,21.79561618
Dacope,Dacope,Khulna,Khulna,Bangladesh,16.18118457
Dadpur,Noakhali Sadar (Sudharam),Noakhali,Chittagong,Bangladesh,13.54552697
Dadpur,Boalmari,Faridpur,Dhaka,Bangladesh,28.16551743
Dadshi,Rajbari Sadar,Rajbari,Dhaka,Bangladesh,16.53060344
Daganbhuiyan,Daganbhuiyan,Feni,Chittagong,Bangladesh,14.2328664
Daganbhuiyan Paurashava,Daganbhuiyan,Feni,Chittagong,Bangladesh,5.668673494
Dahabanda,Sundarganj,Gaibandha,Rangpur,Bangladesh,7.574868227
Dahagram,Patgram,Lalmonirhat,Rangpur,Bangladesh,19.02090315
Dahia,Singra,Natore,Rajshahi,Bangladesh,77.90839438
Daibagnyahati,Morrelganj,Bagerhat,Khulna,Bangladesh,20.72026697
Daihari,Nesarabad (Swarupkati),Pirojpur,Barisal,Bangladesh,15.94617941
Daipukuria,Shibganj,Nawabganj,Rajshahi,Bangladesh,42.9015055
Dakatia,Bhaluka,Mymensingh,Mymensingh,Bangladesh,65.0451202
Dakhin D.bhurshi,Patiya,Chittagong,Chittagong,Bangladesh,4.974427684
Dakhsin Nayergaon,Matlab Dakshin,Chandpur,Chittagong,Bangladesh,14.93570509
Dakshin  Sukhairrajapur,Dharampasha,Sunamganj,Sylhet,Bangladesh,52.45912612
Dakshin Akhaura,Akhaura,Brahamanbaria,Chittagong,Bangladesh,13.24884509
Dakshin Algi Durgapur,Haim Char,Chandpur,Chittagong,Bangladesh,17.25889473
Dakshin Badaghat,Bishwambarpur,Sunamganj,Sylhet,Bangladesh,35.2980324
Dakshin Badal,Tahirpur,Sunamganj,Sylhet,Bangladesh,17.37840117
Dakshin Banchharampur,Banchharampur,Brahamanbaria,Chittagong,Bangladesh,13.15018803
Dakshin Banigram,Kanaighat,Sylhet,Sylhet,Bangladesh,35.8349845
Dakshin Bedkashi,Koyra,Khulna,Khulna,Bangladesh,24.94080115
Dakshin Bishiura,Netrokona Sadar,Netrakona,Mymensingh,Bangladesh,21.72117439
Dakshin Bongshikunda,Dharampasha,Sunamganj,Sylhet,Bangladesh,75.35328995
Dakshin Dakshinbhagh,Barlekha,Maulvibazar,Sylhet,Bangladesh,35.46107196
Dakshin Dhamti,Debidwar,Comilla,Chittagong,Bangladesh,15.39026771
Dakshin Dhurung,Kutubdia,Cox's Bazar,Chittagong,Bangladesh,9.086408608
Dakshin Dighaldi,Bhola Sadar,Bhola,Barisal,Bangladesh,18.76178022
Dakshin Dowarabazar,Dowarabazar,Sunamganj,Sylhet,Bangladesh,38.14053899
Dakshin Durgapur,Comilla Adarsha Sadar,Comilla,Chittagong,Bangladesh,7.490183631
Dakshin Elliotganj,Daudkandi,Comilla,Chittagong,Bangladesh,13.39493284
Dakshin Faridganj,Faridganj,Chandpur,Chittagong,Bangladesh,17.80423477
Dakshin Gandharbapur,Hajiganj,Chandpur,Chittagong,Bangladesh,15.88720856
Dakshin Gobindapur,Faridganj,Chandpur,Chittagong,Bangladesh,14.29072739
Dakshin Gohat,Kachua,Chandpur,Chittagong,Bangladesh,12.19318871
Dakshin Gunaighar,Debidwar,Comilla,Chittagong,Bangladesh,13.76948782
Dakshin Hamchadi,Lakshmipur Sadar,Lakshmipur,Chittagong,Bangladesh,15.15961877
Dakshin Islampur,Chhatak,Sunamganj,Sylhet,Bangladesh,41.4242715
Dakshin Jhalam,Manoharganj,Comilla,Chittagong,Bangladesh,13.03618242
Dakshin Joynagar,Daulatkhan,Bhola,Barisal,Bangladesh,14.74519583
Dakshin Kachua,Kachua,Chandpur,Chittagong,Bangladesh,10.93847602
Dakshin Kalocho,Hajiganj,Chandpur,Chittagong,Bangladesh,15.63869908
Dakshin Khali Union,Sarankhola,Bagerhat,Khulna,Bangladesh,36.91469448
Dakshin Khosbas,Barura,Comilla,Chittagong,Bangladesh,14.41896207
Dakshin Khurma,Chhatak,Sunamganj,Sylhet,Bangladesh,33.16654778
Dakshin Madarsha,Hathazari,Chittagong,Chittagong,Bangladesh,9.718500683
Dakshin Maij Para,Dhobaura,Mymensingh,Mymensingh,Bangladesh,45.62440764
Dakshin Meher,Shahrasti,Chandpur,Chittagong,Bangladesh,17.84787514
Dakshin Mithachhari,Ramu,Cox's Bazar,Chittagong,Bangladesh,43.07444498
Dakshin Natai,Brahmanbaria Sadar,Brahamanbaria,Chittagong,Bangladesh,12.48259144
Dakshin Paik Para,Faridganj,Chandpur,Chittagong,Bangladesh,11.96190037
Dakshin Paschim Baniyachang,Baniachong,Habiganj,Sylhet,Bangladesh,19.01436453
Dakshin Purba Baniyachang,Baniachong,Habiganj,Sylhet,Bangladesh,16.94874682
Dakshin Ramchandrapur,Muradnagar,Comilla,Chittagong,Bangladesh,12.29970793
Dakshin Roysree,Shahrasti,Chandpur,Chittagong,Bangladesh,15.26494024
Dakshin Rupsa,Faridganj,Chandpur,Chittagong,Bangladesh,11.59401069
Dakshin Sakuchia,Manpura,Bhola,Barisal,Bangladesh,51.43352055
Dakshin Shahabajpur,Barlekha,Maulvibazar,Sylhet,Bangladesh,61.78202076
Dakshin Shilmuri,Barura,Comilla,Chittagong,Bangladesh,16.74182831
Dakshin Shuhilpur,Brahmanbaria Sadar,Brahamanbaria,Chittagong,Bangladesh,23.8935361
Dakshin Singerbil,Bijoynagar,Brahamanbaria,Chittagong,Bangladesh,13.59329161
Dakshin Sreepur,Kaliganj,Satkhira,Khulna,Bangladesh,18.93763362
Dakshin Sreepur,Tahirpur,Sunamganj,Sylhet,Bangladesh,82.12836364
Dakshin Suchi Para,Shahrasti,Chandpur,Chittagong,Bangladesh,18.81769438
Dakshin Upadi,Matlab Dakshin,Chandpur,Chittagong,Bangladesh,15.57714303
Dakshingaon (Part),Khilgaon,Dhaka,Dhaka,Bangladesh,3.547696309
Dakshingaon (Part),Sabujbagh,Dhaka,Dhaka,Bangladesh,2.06516207
Dakshinkhan (part),Biman Bandar,Dhaka,Dhaka,Bangladesh,2.376890225
Dakshinkhan (part),Khilkhet,Dhaka,Dhaka,Bangladesh,6.220156934
Dakshinkhan (Part),Dakshinkhan,Dhaka,Dhaka,Bangladesh,8.025101668
Dakshinpara Union,Gabtali,Bogra,Rajshahi,Bangladesh,17.29167561
Dakua,Galachipa,Patuakhali,Barisal,Bangladesh,32.81697821
Dalagram,Kaliganj,Lalmonirhat,Rangpur,Bangladesh,26.93437882
Dalal Bazar,Lakshmipur Sadar,Lakshmipur,Chittagong,Bangladesh,15.50108765
Dalbuganj,Kala Para,Patuakhali,Barisal,Bangladesh,24.72065179
Daldali,Bholahat,Nawabganj,Rajshahi,Bangladesh,32.49085332
Daldalia,Ulipur,Kurigram,Rangpur,Bangladesh,22.44159141
Dalpa,Kendua,Netrakona,Mymensingh,Bangladesh,20.97947873
Damiha,Tarail,Kishoreganj,Dhaka,Bangladesh,25.94347126
Damkur,Paba,Rajshahi,Rajshahi,Bangladesh,17.25791778
Damodar,Phultala,Khulna,Khulna,Bangladesh,21.17126399
Damodarpur,Sadullapur,Gaibandha,Rangpur,Bangladesh,26.30657924
Damodarpur,Badarganj,Rangpur,Rangpur,Bangladesh,34.58310941
Dampara,Nikli,Kishoreganj,Dhaka,Bangladesh,27.34226739
Damudya Paurashava,Damudya,Shariatpur,Dhaka,Bangladesh,7.257180756
Damurhuda,Damurhuda,Chuadanga,Khulna,Bangladesh,36.24401293
Dana Patali,Kishoreganj Sadar,Kishoreganj,Dhaka,Bangladesh,11.17549344
Dandapal,Debiganj,Panchagarh,Rangpur,Bangladesh,25.32591529
Danga,Palash,Narsingdi,Dhaka,Bangladesh,17.17642518
Dangdhara,Dewanganj,Jamalpur,Mymensingh,Bangladesh,34.46916332
Dangi,Nagarkanda,Faridpur,Dhaka,Bangladesh,24.48338737
Dangi Para,Haripur,Thakurgaon,Rangpur,Bangladesh,29.88567563
Dantbhanga,Raumari,Kurigram,Rangpur,Bangladesh,44.49847149
Danthia Bamangram,Chatmohar,Pabna,Rajshahi,Bangladesh,37.48284427
Dantmara,Fatikchhari,Chittagong,Chittagong,Bangladesh,53.46617022
Danya,Tangail Sadar,Tangail,Dhaka,Bangladesh,22.28009024
Daoabari,Hatibandha,Lalmonirhat,Rangpur,Bangladesh,39.94661401
Daoabari,Jaldhaka,Nilphamari,Rangpur,Bangladesh,22.9487505
Daogaon,Muktagachha,Mymensingh,Mymensingh,Bangladesh,35.36041567
Dapdapia,Nalchity,Jhalokati,Barisal,Bangladesh,29.47322046
Dapunia,Mymensingh Sadar,Mymensingh,Mymensingh,Bangladesh,29.68171327
Dapunia,Pabna Sadar,Pabna,Rajshahi,Bangladesh,32.74008377
Daragram,Saturia,Manikganj,Dhaka,Bangladesh,16.68500592
Darajhat,Bagher Para,Jessore,Khulna,Bangladesh,18.39432431
Darbarpur,Fulgazi,Feni,Chittagong,Bangladesh,9.592017859
Darbasta,Gobindaganj,Gaibandha,Rangpur,Bangladesh,33.98531035
Darbasta,Jaintiapur,Sylhet,Sylhet,Bangladesh,78.15579747
Darbeshpur,Ramganj,Lakshmipur,Chittagong,Bangladesh,8.826689042
Dari Char Khajuria,Mehendiganj,Barisal,Barisal,Bangladesh,8.190317675
Dariadaulat,Banchharampur,Brahamanbaria,Chittagong,Bangladesh,17.1297486
Darial,Bakerganj,Barisal,Barisal,Bangladesh,35.92562427
Dariapur,Sreepur,Magura,Khulna,Bangladesh,16.596732
Dariapur,Mujib Nagar,Meherpur,Khulna,Bangladesh,24.14237975
Darora,Muradnagar,Comilla,Chittagong,Bangladesh,11.79926378
Darshan Para,Paba,Rajshahi,Rajshahi,Bangladesh,14.28943283
Darshana,Rangpur Sadar,Rangpur,Rangpur,Bangladesh,12.52362423
Darshana Paurashava,Damurhuda,Chuadanga,Khulna,Bangladesh,11.96248665
Darul Aman,Damudya,Shariatpur,Dhaka,Bangladesh,5.24202517
Dasar,Kalkini,Madaripur,Dhaka,Bangladesh,16.18056781
Dasghar,Bishwanath,Sylhet,Sylhet,Bangladesh,22.42570444
Dasher Bazar,Barlekha,Maulvibazar,Sylhet,Bangladesh,22.22238323
Dashkia,Kalihati,Tangail,Dhaka,Bangladesh,10.97962402
Dashmina,Dashmina,Patuakhali,Barisal,Bangladesh,39.77128998
Dashuria,Ishwardi,Pabna,Rajshahi,Bangladesh,28.06927366
Daspara,Bauphal,Patuakhali,Barisal,Bangladesh,22.77977005
Datta Para,Lakshmipur Sadar,Lakshmipur,Chittagong,Bangladesh,19.42673036
Datta Para,Shib Char,Madaripur,Dhaka,Bangladesh,23.86540271
Datter Bazar,Gaffargaon,Mymensingh,Mymensingh,Bangladesh,30.89190331
Dauatala,Bamna,Barguna,Barisal,Bangladesh,29.46369894
Daudkandi Paurashava,Daudkandi,Comilla,Chittagong,Bangladesh,13.72125597
Daudkhali,Mathbaria,Pirojpur,Barisal,Bangladesh,30.18758209
Daudpur,Rupganj,Narayanganj,Dhaka,Bangladesh,29.12940239
Daudpur,Nawabganj,Dinajpur,Rangpur,Bangladesh,39.73781739
Daudpur,Dakshin Surma,Sylhet,Sylhet,Bangladesh,27.69947396
Daukar Char,Roypura,Narsingdi,Dhaka,Bangladesh,4.629061196
Dauki,Alamdanga,Chuadanga,Khulna,Bangladesh,24.57258007
Daulatdia,Goalandaghat,Rajbari,Dhaka,Bangladesh,67.88629578
Daulatpur,Fatikchhari,Chittagong,Chittagong,Bangladesh,11.07053033
Daulatpur,Manohardi,Narsingdi,Dhaka,Bangladesh,14.63890335
Daulatpur,Harinakunda,Jhenaidah,Khulna,Bangladesh,36.72025349
Daulatpur,Daulatpur,Kushtia,Khulna,Bangladesh,30.77590852
Daulatpur,Belkuchi,Sirajganj,Rajshahi,Bangladesh,22.93581928
Daulatpur,Fulbari,Dinajpur,Rangpur,Bangladesh,20.27893837
Daulatpur,Pirganj,Thakurgaon,Rangpur,Bangladesh,28.64460947
Daulatpur,Baniachong,Habiganj,Sylhet,Bangladesh,28.65442431
Daulatpur,Bishwanath,Sylhet,Sylhet,Bangladesh,33.19697607
Daulatpur (Purba Panchgachh),Daudkandi,Comilla,Chittagong,Bangladesh,14.83242202
Daulkhar,Nangalkot,Comilla,Chittagong,Bangladesh,29.90428181
Dayamir,Balaganj,Sylhet,Sylhet,Bangladesh,30.086135
Dayarampur,Bagati Para,Natore,Rajshahi,Bangladesh,25.48596741
Debagram,Goalandaghat,Rajbari,Dhaka,Bangladesh,25.85908706
Debhata,Debhata,Satkhira,Khulna,Bangladesh,20.05170618
Debidoba,Debiganj,Panchagarh,Rangpur,Bangladesh,34.82267878
Debidwar,Debidwar,Comilla,Chittagong,Bangladesh,0.253299624
Debidwar Paurashava,Debidwar,Comilla,Chittagong,Bangladesh,19.3741466
Debiganj,Debiganj,Panchagarh,Rangpur,Bangladesh,26.64805602
Debinagar,Nawabganj Sadar,Nawabganj,Rajshahi,Bangladesh,31.98840792
Debipur,Thakurgaon Sadar,Thakurgaon,Rangpur,Bangladesh,37.86120309
Debottar,Atgharia,Pabna,Rajshahi,Bangladesh,37.05492896
Debpara,Nabiganj,Habiganj,Sylhet,Bangladesh,34.0210369
Decreerchar,Faridpur Sadar,Faridpur,Dhaka,Bangladesh,22.06301087
Dehergati,Babuganj,Barisal,Barisal,Bangladesh,25.88758665
Dehunda,Karimganj,Kishoreganj,Dhaka,Bangladesh,8.941126093
Delduar,Delduar,Tangail,Dhaka,Bangladesh,22.83325022
Deluabari,Durgapur,Rajshahi,Rajshahi,Bangladesh,27.96484759
Deluti,Paikgachha,Khulna,Khulna,Bangladesh,45.97144752
Dema,Bagerhat Sadar,Bagerhat,Khulna,Bangladesh,42.97530058
Demra,Faridpur,Pabna,Rajshahi,Bangladesh,15.5546966
Demra (part),Demra,Dhaka,Dhaka,Bangladesh,12.93160932
Demusia,Chakaria,Cox's Bazar,Chittagong,Bangladesh,8.920918477
Deoghar,Austagram,Kishoreganj,Dhaka,Bangladesh,50.56859872
Deokalas,Bishwanath,Sylhet,Sylhet,Bangladesh,22.68823013
Deokhola,Fulbaria,Mymensingh,Mymensingh,Bangladesh,13.56203344
Deoli,Delduar,Tangail,Dhaka,Bangladesh,16.22940206
Deopara,Ghatail,Tangail,Dhaka,Bangladesh,38.85358018
Deopara,Godagari,Rajshahi,Rajshahi,Bangladesh,55.1439403
Deor,Birampur,Dinajpur,Rangpur,Bangladesh,35.18611606
Deora,Barura,Comilla,Chittagong,Bangladesh,9.487399852
Deorgachh,Chunarughat,Habiganj,Sylhet,Bangladesh,47.21983516
Deoti,Sonaimuri,Noakhali,Chittagong,Bangladesh,19.17519318
Derai Paurashava,Derai,Sunamganj,Sylhet,Bangladesh,11.95972559
Derai Sarmangal,Derai,Sunamganj,Sylhet,Bangladesh,27.95180045
Deshigram,Tarash,Sirajganj,Rajshahi,Bangladesh,36.38323157
Deula,Burhanuddin,Bhola,Barisal,Bangladesh,26.11834386
Deulabari,Ghatail,Tangail,Dhaka,Bangladesh,26.33937863
Deuli,Shibganj,Bogra,Rajshahi,Bangladesh,23.03934917
Deuli Subidkhali,Mirzaganj,Patuakhali,Barisal,Bangladesh,26.65810185
Dewan Bazar,Balaganj,Sylhet,Sylhet,Bangladesh,48.16914813
Dewanganj,Dewanganj,Jamalpur,Mymensingh,Bangladesh,17.53229849
Dewanganj Paurashava,Dewanganj,Jamalpur,Mymensingh,Bangladesh,6.930631353
Dhainagar,Shibganj,Nawabganj,Rajshahi,Bangladesh,27.78757561
Dhaka Dakshin,Golabganj,Sylhet,Sylhet,Bangladesh,26.85118951
Dhakhin Tarabunia,Bhedarganj,Shariatpur,Dhaka,Bangladesh,8.293906089
Dhaki,Mithamain,Kishoreganj,Dhaka,Bangladesh,46.45033317
Dhakkamara,Panchagarh Sadar,Panchagarh,Rangpur,Bangladesh,28.16510097
Dhakua,Phulpur,Mymensingh,Mymensingh,Bangladesh,28.17515846
Dhakuria,Manirampur,Jessore,Khulna,Bangladesh,32.20162147
Dhal Char,Char Fasson,Bhola,Barisal,Bangladesh,28.19178015
Dhala,Tarail,Kishoreganj,Dhaka,Bangladesh,19.2841922
Dhala,Sherpur Sadar,Sherpur,Mymensingh,Bangladesh,17.50188645
Dhala Mulgaon,Purbadhala,Netrakona,Mymensingh,Bangladesh,35.61636494
Dhala Para,Ghatail,Tangail,Dhaka,Bangladesh,74.7928981
Dhalahar,Joypurhat Sadar,Joypurhat,Rajshahi,Bangladesh,16.66473684
Dhalai,Hathazari,Chittagong,Chittagong,Bangladesh,16.74756054
Dhalar Char,Bera,Pabna,Rajshahi,Bangladesh,45.52320846
Dhalbaria,Kaliganj,Satkhira,Khulna,Bangladesh,32.75906351
Dhalghat,Patiya,Chittagong,Chittagong,Bangladesh,12.6570848
Dhalghata,Maheshkhali,Cox's Bazar,Chittagong,Bangladesh,17.42631517
Dhalgram,Bagher Para,Jessore,Khulna,Bangladesh,27.1653538
Dhalhara Chandra,Shailkupa,Jhenaidah,Khulna,Bangladesh,26.28819732
Dhali Gaurnagar,Lalmohan,Bhola,Barisal,Bangladesh,38.09487537
Dhalia,Feni Sadar,Feni,Chittagong,Bangladesh,16.13739025
Dhaljora,Kaliakair,Gazipur,Dhaka,Bangladesh,19.09822665
Dhalla,Singair,Manikganj,Dhaka,Bangladesh,20.85976936
Dhalua,Barguna Sadar,Barguna,Barisal,Bangladesh,31.8666295
Dhalua,Nangalkot,Comilla,Chittagong,Bangladesh,25.88728618
Dhamainagar,Royganj,Sirajganj,Rajshahi,Bangladesh,38.61762035
Dhamair,Biral,Dinajpur,Rangpur,Bangladesh,31.80857621
Dhamalia,Dumuria,Khulna,Khulna,Bangladesh,23.47202239
Dhamgar,Bandar,Narayanganj,Dhaka,Bangladesh,5.113193272
Dhamghar,Muradnagar,Comilla,Chittagong,Bangladesh,23.88052831
Dhamoirhat,Dhamoirhat,Naogaon,Rajshahi,Bangladesh,38.21218464
Dhamoirhat Paurashava,Dhamoirhat,Naogaon,Rajshahi,Bangladesh,6.070327823
Dhamor,Atwari,Panchagarh,Rangpur,Bangladesh,34.80420941
Dhamrai,Dhamrai,Dhaka,Dhaka,Bangladesh,5.564869086
Dhamrai Paurashava,Dhamrai,Dhaka,Dhaka,Bangladesh,5.746158945
Dhamsana,Savar,Dhaka,Dhaka,Bangladesh,33.49491774
Dhamsar,Daulatpur,Manikganj,Dhaka,Bangladesh,23.68746451
Dhamserni,Ulipur,Kurigram,Rangpur,Bangladesh,18.87289853
Dhan Shalik,Kabirhat,Noakhali,Chittagong,Bangladesh,14.61796743
Dhan Siri,Kabirhat,Noakhali,Chittagong,Bangladesh,10.64506291
Dhanbari,Dhanbari,Tangail,Dhaka,Bangladesh,25.05439696
Dhanbari Paurashava,Dhanbari,Tangail,Dhaka,Bangladesh,20.95836491
Dhandia,Tala,Satkhira,Khulna,Bangladesh,23.37996661
Dhaneshwargati,Shalikha,Magura,Khulna,Bangladesh,43.96189111
Dhangara,Royganj,Sirajganj,Rajshahi,Bangladesh,25.41003774
Dhania,Bhola Sadar,Bhola,Barisal,Bangladesh,14.48268566
Dhania (part),Jatrabari,Dhaka,Dhaka,Bangladesh,0.952267441
Dhania (part),Kadamtali,Dhaka,Dhaka,Bangladesh,1.557942993
Dhanikhola,Trishal,Mymensingh,Mymensingh,Bangladesh,32.43907241
Dhanisafa,Mathbaria,Pirojpur,Barisal,Bangladesh,30.93749798
Dhankati,Damudya,Shariatpur,Dhaka,Bangladesh,24.34147026
Dhankhali,Kala Para,Patuakhali,Barisal,Bangladesh,54.56445752
Dhankhola,Gangni,Meherpur,Khulna,Bangladesh,61.39419258
Dhankora,Saturia,Manikganj,Dhaka,Bangladesh,18.62579832
Dhanpur,Itna,Kishoreganj,Dhaka,Bangladesh,68.43237175
Dhansagar,Sarankhola,Bagerhat,Khulna,Bangladesh,33.98487126
Dhanshail,Jhenaigati,Sherpur,Mymensingh,Bangladesh,29.76336402
Dhantala,Baliadangi,Thakurgaon,Rangpur,Bangladesh,35.79228684
Dhanua,Bakshiganj,Jamalpur,Mymensingh,Bangladesh,29.8839357
Dhaoa,Bhandaria,Pirojpur,Barisal,Bangladesh,22.65898177
Dhaperhat,Sadullapur,Gaibandha,Rangpur,Bangladesh,25.14889642
Dhar Mandal,Nasirnagar,Brahamanbaria,Chittagong,Bangladesh,18.04034567
Dhara,Haluaghat,Mymensingh,Mymensingh,Bangladesh,26.12570584
Dharabarisha,Gurudaspur,Natore,Rajshahi,Bangladesh,36.40975278
Dharampur,Bheramara,Kushtia,Khulna,Bangladesh,20.9867913
Dharanibari,Ulipur,Kurigram,Rangpur,Bangladesh,23.0757476
Dharanji,Panchbibi,Joypurhat,Rajshahi,Bangladesh,28.88833178
Dharkhar,Akhaura,Brahamanbaria,Chittagong,Bangladesh,24.2741167
Dharmagarh,Ranisankail,Thakurgaon,Rangpur,Bangladesh,54.40861835
Dharmaghar,Madhabpur,Habiganj,Sylhet,Bangladesh,26.88071698
Dharmapal,Jaldhaka,Nilphamari,Rangpur,Bangladesh,27.1298577
Dharmapasha,Dharampasha,Sunamganj,Sylhet,Bangladesh,37.02890354
Dharmapur,Fatikchhari,Chittagong,Chittagong,Bangladesh,13.12939679
Dharmapur,Satkania,Chittagong,Chittagong,Bangladesh,6.341606338
Dharmapur,Feni Sadar,Feni,Chittagong,Bangladesh,14.92918945
Dharmapur,Noakhali Sadar (Sudharam),Noakhali,Chittagong,Bangladesh,5.690413722
Dharmapur,Biral,Dinajpur,Rangpur,Bangladesh,42.23391869
Dharmapur (Pananagar),Durgapur,Rajshahi,Rajshahi,Bangladesh,23.35056705
Dhemsa,Satkania,Chittagong,Chittagong,Bangladesh,5.676412176
Dheukhali,Sadarpur,Faridpur,Dhaka,Bangladesh,29.39291861
Dhipur,Tongibari,Munshiganj,Dhaka,Bangladesh,10.43823713
Dhitpur,Bhaluka,Mymensingh,Mymensingh,Bangladesh,24.00381826
Dhonpur,Bishwambarpur,Sunamganj,Sylhet,Bangladesh,42.50001604
Dhopachhari,Chandanaish,Chittagong,Chittagong,Bangladesh,61.1674666
Dhopadaha,Santhia,Pabna,Rajshahi,Bangladesh,25.7546376
Dhopadanga,Sundarganj,Gaibandha,Rangpur,Bangladesh,21.40544304
Dhopakandi,Gopalpur,Tangail,Dhaka,Bangladesh,23.29389511
Dhopakhali,Dhanbari,Tangail,Dhaka,Bangladesh,15.29392681
Dhopakhali,Kachua,Bagerhat,Khulna,Bangladesh,13.49886264
Dhubaria,Nagarpur,Tangail,Dhaka,Bangladesh,12.05937635
Dhubil,Royganj,Sirajganj,Rajshahi,Bangladesh,27.29597164
Dhukaria Bera,Belkuchi,Sirajganj,Rajshahi,Bangladesh,27.77199946
Dhulasar,Kala Para,Patuakhali,Barisal,Bangladesh,41.831202
Dhulauri,Santhia,Pabna,Rajshahi,Bangladesh,29.25905828
Dhulia,Bauphal,Patuakhali,Barisal,Bangladesh,24.58012416
Dhuliani,Chaugachha,Jessore,Khulna,Bangladesh,14.52243239
Dhulihar,Satkhira Sadar,Satkhira,Khulna,Bangladesh,37.8352509
Dhulkhola,Hizla,Barisal,Barisal,Bangladesh,17.98938988
Dhulsunra,Harirampur,Manikganj,Dhaka,Bangladesh,17.03992093
Dhum,Mirsharai,Chittagong,Chittagong,Bangladesh,15.6591954
Dhunat,Dhunat,Bogra,Rajshahi,Bangladesh,15.55232369
Dhunat Paurashava,Dhunat,Bogra,Rajshahi,Bangladesh,11.22724092
Dhupchanchia,Dhupchanchia,Bogra,Rajshahi,Bangladesh,17.41305265
Dhupchanchia Paurashava,Dhupchanchia,Bogra,Rajshahi,Bangladesh,10.31479839
Dhurail,Madaripur Sadar,Madaripur,Dhaka,Bangladesh,17.64606575
Dhurail,Haluaghat,Mymensingh,Mymensingh,Bangladesh,28.45852484
Dhurail,Mohanpur,Rajshahi,Rajshahi,Bangladesh,26.47369333
Dhurung,Fatikchhari,Chittagong,Chittagong,Bangladesh,5.32118364
Diara,Kotwali,Jessore,Khulna,Bangladesh,34.38241378
Diara,Kalaroa,Satkhira,Khulna,Bangladesh,20.19218505
Dibar,Patnitala,Naogaon,Rajshahi,Bangladesh,31.9700973
Digalkandi,Ghatail,Tangail,Dhaka,Bangladesh,27.07978328
Digar,Ghatail,Tangail,Dhaka,Bangladesh,27.91296188
Digar Mahishkhali,Bhedarganj,Shariatpur,Dhaka,Bangladesh,23.20525351
Digdair,Tarail,Kishoreganj,Dhaka,Bangladesh,20.58757752
Digdair,Sonatola,Bogra,Rajshahi,Bangladesh,25.95646989
Digghapar,Sandwip,Chittagong,Chittagong,Bangladesh,3.383320841
Digha,Mohammadpur,Magura,Khulna,Bangladesh,23.55231624
Dighalbak,Nabiganj,Habiganj,Sylhet,Bangladesh,34.99123558
Dighali,Lakshmipur Sadar,Lakshmipur,Chittagong,Bangladesh,17.33831489
Dighalia,Saturia,Manikganj,Dhaka,Bangladesh,12.98335784
Dighalia,Dighalia,Khulna,Khulna,Bangladesh,15.61921097
Dighalia,Lohagara,Narail,Khulna,Bangladesh,27.43507139
Dighapatia,Natore Sadar,Natore,Rajshahi,Bangladesh,33.78740689
Dighi,Manikganj Sadar,Manikganj,Dhaka,Bangladesh,11.94648298
Dighinala,Dighinala,Khagrachhari,Chittagong,Bangladesh,49.74715798
Dighir Para,Tongibari,Munshiganj,Dhaka,Bangladesh,7.014382848
Dighirpar,Bajitpur,Kishoreganj,Dhaka,Bangladesh,15.64979917
Dignagar,Muksudpur,Gopalganj,Dhaka,Bangladesh,26.03383798
Dignagar,Shailkupa,Jhenaidah,Khulna,Bangladesh,20.84467576
Digpaith,Jamalpur Sadar,Jamalpur,Mymensingh,Bangladesh,27.55450901
Dihi,Sharsha,Jessore,Khulna,Bangladesh,34.9914527
Dil Pasar,Bhangura,Pabna,Rajshahi,Bangladesh,20.34098392
Dilalpur,Bajitpur,Kishoreganj,Dhaka,Bangladesh,11.13346599
Dimla,Dimla,Nilphamari,Rangpur,Bangladesh,43.11407746
Dinga Manik,Naria,Shariatpur,Dhaka,Bangladesh,14.4245441
Dirgha,Nazirpur,Pirojpur,Barisal,Bangladesh,24.62338064
Ditiyakhanda,Shib Char,Madaripur,Dhaka,Bangladesh,7.493541515
Doail,Sarishabari,Jamalpur,Mymensingh,Bangladesh,33.34185552
Dobaura,Dhobaura,Mymensingh,Mymensingh,Bangladesh,39.68069766
Dobhag,Beani Bazar,Sylhet,Sylhet,Bangladesh,24.27433838
Dochhari,Naikhongchhari,Bandarban,Chittagong,Bangladesh,206.9854459
